tournament,race,opponentrace,games,wins,draws,losses,percentage
EuroBowl - 2016,Dark Elves,Dark Elves,10,4,2,4,0.5
EuroBowl - 2016,Dark Elves,Amazons,6,2,2,2,0.5
EuroBowl - 2016,Dark Elves,High Elves,1,0,0,1,0.0
EuroBowl - 2016,Dark Elves,Lizardmen,13,5,6,2,0.6153846153846154
EuroBowl - 2016,Dark Elves,Wood Elves,10,4,3,3,0.55
EuroBowl - 2016,Dark Elves,Necromantic,5,4,1,0,0.9
EuroBowl - 2016,Dark Elves,Norse,8,5,2,1,0.75
EuroBowl - 2016,Dark Elves,Undead,3,3,0,0,1.0
EuroBowl - 2016,Dark Elves,Humans,1,0,0,1,0.0
EuroBowl - 2016,Dark Elves,Orc,5,3,1,1,0.7
EuroBowl - 2016,Dark Elves,Dwarves,11,3,5,3,0.5
EuroBowl - 2016,Dark Elves,Skaven,3,1,1,1,0.5
EuroBowl - 2016,Dark Elves,Underworld,2,1,0,1,0.5
EuroBowl - 2016,Dark Elves,Chaos Dwarves,6,2,3,1,0.5833333333333334
EuroBowl - 2016,Slann,Amazons,1,0,0,1,0.0
EuroBowl - 2016,Slann,Lizardmen,1,0,1,0,0.5
EuroBowl - 2016,Slann,Wood Elves,1,1,0,0,1.0
EuroBowl - 2016,Slann,Necromantic,1,1,0,0,1.0
EuroBowl - 2016,Slann,Norse,1,0,0,1,0.0
EuroBowl - 2016,Slann,Undead,1,0,1,0,0.5
EuroBowl - 2016,Amazons,Dark Elves,6,2,2,2,0.5
EuroBowl - 2016,Amazons,Slann,1,1,0,0,1.0
EuroBowl - 2016,Amazons,Lizardmen,5,2,2,1,0.6
EuroBowl - 2016,Amazons,Wood Elves,7,1,2,4,0.2857142857142857
EuroBowl - 2016,Amazons,Necromantic,2,0,2,0,0.5
EuroBowl - 2016,Amazons,Norse,4,2,1,1,0.625
EuroBowl - 2016,Amazons,Undead,2,0,1,1,0.25
EuroBowl - 2016,Amazons,Humans,2,0,1,1,0.25
EuroBowl - 2016,Amazons,Dwarves,2,1,0,1,0.5
EuroBowl - 2016,Amazons,Skaven,1,1,0,0,1.0
EuroBowl - 2016,Amazons,Underworld,1,1,0,0,1.0
EuroBowl - 2016,Amazons,Chaos Dwarves,3,0,1,2,0.16666666666666666
EuroBowl - 2016,High Elves,Dark Elves,1,1,0,0,1.0
EuroBowl - 2016,High Elves,Wood Elves,1,0,0,1,0.0
EuroBowl - 2016,High Elves,Nurgle's Rotters,1,0,1,0,0.5
EuroBowl - 2016,High Elves,Undead,1,0,1,0,0.5
EuroBowl - 2016,High Elves,Humans,1,0,0,1,0.0
EuroBowl - 2016,High Elves,Skaven,1,0,0,1,0.0
EuroBowl - 2016,Lizardmen,Dark Elves,13,2,6,5,0.38461538461538464
EuroBowl - 2016,Lizardmen,Slann,1,0,1,0,0.5
EuroBowl - 2016,Lizardmen,Amazons,5,1,2,2,0.4
EuroBowl - 2016,Lizardmen,Lizardmen,6,2,2,2,0.5
EuroBowl - 2016,Lizardmen,Wood Elves,8,3,2,3,0.5
EuroBowl - 2016,Lizardmen,Necromantic,6,1,3,2,0.4166666666666667
EuroBowl - 2016,Lizardmen,Norse,7,2,3,2,0.5
EuroBowl - 2016,Lizardmen,Chaos,1,1,0,0,1.0
EuroBowl - 2016,Lizardmen,Humans,4,0,2,2,0.25
EuroBowl - 2016,Lizardmen,Elves,2,1,1,0,0.75
EuroBowl - 2016,Lizardmen,Orc,5,4,1,0,0.9
EuroBowl - 2016,Lizardmen,Dwarves,9,5,3,1,0.7222222222222222
EuroBowl - 2016,Lizardmen,Skaven,5,2,0,3,0.4
EuroBowl - 2016,Lizardmen,Underworld,2,1,1,0,0.75
EuroBowl - 2016,Lizardmen,Chaos Dwarves,4,1,2,1,0.5
EuroBowl - 2016,Wood Elves,Dark Elves,10,3,3,4,0.45
EuroBowl - 2016,Wood Elves,Slann,1,0,0,1,0.0
EuroBowl - 2016,Wood Elves,Amazons,7,4,2,1,0.7142857142857143
EuroBowl - 2016,Wood Elves,High Elves,1,1,0,0,1.0
EuroBowl - 2016,Wood Elves,Lizardmen,8,3,2,3,0.5
EuroBowl - 2016,Wood Elves,Wood Elves,6,3,0,3,0.5
EuroBowl - 2016,Wood Elves,Nurgle's Rotters,1,0,0,1,0.0
EuroBowl - 2016,Wood Elves,Necromantic,4,1,3,0,0.625
EuroBowl - 2016,Wood Elves,Norse,5,3,1,1,0.7
EuroBowl - 2016,Wood Elves,Chaos Pact,1,1,0,0,1.0
EuroBowl - 2016,Wood Elves,Undead,12,5,4,3,0.5833333333333334
EuroBowl - 2016,Wood Elves,Chaos,1,0,1,0,0.5
EuroBowl - 2016,Wood Elves,Humans,8,4,4,0,0.75
EuroBowl - 2016,Wood Elves,Orc,6,2,2,2,0.5
EuroBowl - 2016,Wood Elves,Vampires,1,0,0,1,0.0
EuroBowl - 2016,Wood Elves,Dwarves,6,1,1,4,0.25
EuroBowl - 2016,Wood Elves,Skaven,6,1,1,4,0.25
EuroBowl - 2016,Wood Elves,Underworld,2,0,1,1,0.25
EuroBowl - 2016,Wood Elves,Chaos Dwarves,4,1,1,2,0.375
EuroBowl - 2016,Nurgle's Rotters,High Elves,1,0,1,0,0.5
EuroBowl - 2016,Nurgle's Rotters,Wood Elves,1,1,0,0,1.0
EuroBowl - 2016,Nurgle's Rotters,Undead,3,0,1,2,0.16666666666666666
EuroBowl - 2016,Nurgle's Rotters,Dwarves,1,1,0,0,1.0
EuroBowl - 2016,Necromantic,Dark Elves,5,0,1,4,0.1
EuroBowl - 2016,Necromantic,Slann,1,0,0,1,0.0
EuroBowl - 2016,Necromantic,Amazons,2,0,2,0,0.5
EuroBowl - 2016,Necromantic,Lizardmen,6,2,3,1,0.5833333333333334
EuroBowl - 2016,Necromantic,Wood Elves,4,0,3,1,0.375
EuroBowl - 2016,Necromantic,Necromantic,4,1,2,1,0.5
EuroBowl - 2016,Necromantic,Norse,4,2,1,1,0.625
EuroBowl - 2016,Necromantic,Undead,10,3,4,3,0.5
EuroBowl - 2016,Necromantic,Humans,3,1,1,1,0.5
EuroBowl - 2016,Necromantic,Elves,1,0,1,0,0.5
EuroBowl - 2016,Necromantic,Orc,5,3,0,2,0.6
EuroBowl - 2016,Necromantic,Vampires,1,0,0,1,0.0
EuroBowl - 2016,Necromantic,Dwarves,5,2,2,1,0.6
EuroBowl - 2016,Necromantic,Skaven,1,1,0,0,1.0
EuroBowl - 2016,Necromantic,Underworld,1,0,1,0,0.5
EuroBowl - 2016,Necromantic,Chaos Dwarves,7,3,1,3,0.5
EuroBowl - 2016,Norse,Dark Elves,8,1,2,5,0.25
EuroBowl - 2016,Norse,Slann,1,1,0,0,1.0
EuroBowl - 2016,Norse,Amazons,4,1,1,2,0.375
EuroBowl - 2016,Norse,Lizardmen,7,2,3,2,0.5
EuroBowl - 2016,Norse,Wood Elves,5,1,1,3,0.3
EuroBowl - 2016,Norse,Necromantic,4,1,1,2,0.375
EuroBowl - 2016,Norse,Norse,2,0,2,0,0.5
EuroBowl - 2016,Norse,Chaos Pact,1,0,0,1,0.0
EuroBowl - 2016,Norse,Undead,7,2,2,3,0.42857142857142855
EuroBowl - 2016,Norse,Humans,2,2,0,0,1.0
EuroBowl - 2016,Norse,Elves,1,0,0,1,0.0
EuroBowl - 2016,Norse,Orc,4,1,2,1,0.5
EuroBowl - 2016,Norse,Dwarves,7,2,2,3,0.42857142857142855
EuroBowl - 2016,Norse,Skaven,2,0,2,0,0.5
EuroBowl - 2016,Norse,Chaos Dwarves,5,2,1,2,0.5
EuroBowl - 2016,Chaos Pact,Wood Elves,1,0,0,1,0.0
EuroBowl - 2016,Chaos Pact,Norse,1,1,0,0,1.0
EuroBowl - 2016,Chaos Pact,Undead,1,0,1,0,0.5
EuroBowl - 2016,Chaos Pact,Skaven,1,1,0,0,1.0
EuroBowl - 2016,Chaos Pact,Chaos Dwarves,2,2,0,0,1.0
EuroBowl - 2016,Undead,Dark Elves,3,0,0,3,0.0
EuroBowl - 2016,Undead,Slann,1,0,1,0,0.5
EuroBowl - 2016,Undead,Amazons,2,1,1,0,0.75
EuroBowl - 2016,Undead,High Elves,1,0,1,0,0.5
EuroBowl - 2016,Undead,Wood Elves,12,3,4,5,0.4166666666666667
EuroBowl - 2016,Undead,Nurgle's Rotters,3,2,1,0,0.8333333333333334
EuroBowl - 2016,Undead,Necromantic,10,3,4,3,0.5
EuroBowl - 2016,Undead,Norse,7,3,2,2,0.5714285714285714
EuroBowl - 2016,Undead,Chaos Pact,1,0,1,0,0.5
EuroBowl - 2016,Undead,Undead,10,3,4,3,0.5
EuroBowl - 2016,Undead,Humans,2,2,0,0,1.0
EuroBowl - 2016,Undead,Orc,6,2,3,1,0.5833333333333334
EuroBowl - 2016,Undead,Vampires,2,2,0,0,1.0
EuroBowl - 2016,Undead,Dwarves,9,6,3,0,0.8333333333333334
EuroBowl - 2016,Undead,Skaven,1,0,0,1,0.0
EuroBowl - 2016,Undead,Underworld,1,1,0,0,1.0
EuroBowl - 2016,Undead,Chaos Dwarves,7,3,2,2,0.5714285714285714
EuroBowl - 2016,Chaos,Lizardmen,1,0,0,1,0.0
EuroBowl - 2016,Chaos,Wood Elves,1,0,1,0,0.5
EuroBowl - 2016,Chaos,Dwarves,1,1,0,0,1.0
EuroBowl - 2016,Chaos,Chaos Dwarves,3,0,0,3,0.0
EuroBowl - 2016,Humans,Dark Elves,1,1,0,0,1.0
EuroBowl - 2016,Humans,Amazons,2,1,1,0,0.75
EuroBowl - 2016,Humans,High Elves,1,1,0,0,1.0
EuroBowl - 2016,Humans,Lizardmen,4,2,2,0,0.75
EuroBowl - 2016,Humans,Wood Elves,8,0,4,4,0.25
EuroBowl - 2016,Humans,Necromantic,3,1,1,1,0.5
EuroBowl - 2016,Humans,Norse,2,0,0,2,0.0
EuroBowl - 2016,Humans,Undead,2,0,0,2,0.0
EuroBowl - 2016,Humans,Orc,3,1,0,2,0.3333333333333333
EuroBowl - 2016,Humans,Dwarves,3,0,1,2,0.16666666666666666
EuroBowl - 2016,Humans,Skaven,1,0,1,0,0.5
EuroBowl - 2016,Elves,Lizardmen,2,0,1,1,0.25
EuroBowl - 2016,Elves,Necromantic,1,0,1,0,0.5
EuroBowl - 2016,Elves,Norse,1,1,0,0,1.0
EuroBowl - 2016,Elves,Dwarves,1,0,0,1,0.0
EuroBowl - 2016,Elves,Chaos Dwarves,1,0,1,0,0.5
EuroBowl - 2016,Orc,Dark Elves,5,1,1,3,0.3
EuroBowl - 2016,Orc,Lizardmen,5,0,1,4,0.1
EuroBowl - 2016,Orc,Wood Elves,6,2,2,2,0.5
EuroBowl - 2016,Orc,Necromantic,5,2,0,3,0.4
EuroBowl - 2016,Orc,Norse,4,1,2,1,0.5
EuroBowl - 2016,Orc,Undead,6,1,3,2,0.4166666666666667
EuroBowl - 2016,Orc,Humans,3,2,0,1,0.6666666666666666
EuroBowl - 2016,Orc,Orc,2,1,0,1,0.5
EuroBowl - 2016,Orc,Skaven,1,1,0,0,1.0
EuroBowl - 2016,Orc,Underworld,2,1,0,1,0.5
EuroBowl - 2016,Orc,Chaos Dwarves,3,3,0,0,1.0
EuroBowl - 2016,Vampires,Wood Elves,1,1,0,0,1.0
EuroBowl - 2016,Vampires,Necromantic,1,1,0,0,1.0
EuroBowl - 2016,Vampires,Undead,2,0,0,2,0.0
EuroBowl - 2016,Vampires,Skaven,1,0,1,0,0.5
EuroBowl - 2016,Vampires,Chaos Dwarves,1,0,0,1,0.0
EuroBowl - 2016,Dwarves,Dark Elves,11,3,5,3,0.5
EuroBowl - 2016,Dwarves,Amazons,2,1,0,1,0.5
EuroBowl - 2016,Dwarves,Lizardmen,9,1,3,5,0.2777777777777778
EuroBowl - 2016,Dwarves,Wood Elves,6,4,1,1,0.75
EuroBowl - 2016,Dwarves,Nurgle's Rotters,1,0,0,1,0.0
EuroBowl - 2016,Dwarves,Necromantic,5,1,2,2,0.4
EuroBowl - 2016,Dwarves,Norse,7,3,2,2,0.5714285714285714
EuroBowl - 2016,Dwarves,Undead,9,0,3,6,0.16666666666666666
EuroBowl - 2016,Dwarves,Chaos,1,0,0,1,0.0
EuroBowl - 2016,Dwarves,Humans,3,2,1,0,0.8333333333333334
EuroBowl - 2016,Dwarves,Elves,1,1,0,0,1.0
EuroBowl - 2016,Dwarves,Skaven,4,2,0,2,0.5
EuroBowl - 2016,Dwarves,Underworld,1,0,1,0,0.5
EuroBowl - 2016,Dwarves,Chaos Dwarves,6,0,4,2,0.3333333333333333
EuroBowl - 2016,Skaven,Dark Elves,3,1,1,1,0.5
EuroBowl - 2016,Skaven,Amazons,1,0,0,1,0.0
EuroBowl - 2016,Skaven,High Elves,1,1,0,0,1.0
EuroBowl - 2016,Skaven,Lizardmen,5,3,0,2,0.6
EuroBowl - 2016,Skaven,Wood Elves,6,4,1,1,0.75
EuroBowl - 2016,Skaven,Necromantic,1,0,0,1,0.0
EuroBowl - 2016,Skaven,Norse,2,0,2,0,0.5
EuroBowl - 2016,Skaven,Chaos Pact,1,0,0,1,0.0
EuroBowl - 2016,Skaven,Undead,1,1,0,0,1.0
EuroBowl - 2016,Skaven,Humans,1,0,1,0,0.5
EuroBowl - 2016,Skaven,Orc,1,0,0,1,0.0
EuroBowl - 2016,Skaven,Vampires,1,0,1,0,0.5
EuroBowl - 2016,Skaven,Dwarves,4,2,0,2,0.5
EuroBowl - 2016,Skaven,Chaos Dwarves,2,2,0,0,1.0
EuroBowl - 2016,Underworld,Dark Elves,2,1,0,1,0.5
EuroBowl - 2016,Underworld,Amazons,1,0,0,1,0.0
EuroBowl - 2016,Underworld,Lizardmen,2,0,1,1,0.25
EuroBowl - 2016,Underworld,Wood Elves,2,1,1,0,0.75
EuroBowl - 2016,Underworld,Necromantic,1,0,1,0,0.5
EuroBowl - 2016,Underworld,Undead,1,0,0,1,0.0
EuroBowl - 2016,Underworld,Orc,2,1,0,1,0.5
EuroBowl - 2016,Underworld,Dwarves,1,0,1,0,0.5
EuroBowl - 2016,Chaos Dwarves,Dark Elves,6,1,3,2,0.4166666666666667
EuroBowl - 2016,Chaos Dwarves,Amazons,3,2,1,0,0.8333333333333334
EuroBowl - 2016,Chaos Dwarves,Lizardmen,4,1,2,1,0.5
EuroBowl - 2016,Chaos Dwarves,Wood Elves,4,2,1,1,0.625
EuroBowl - 2016,Chaos Dwarves,Necromantic,7,3,1,3,0.5
EuroBowl - 2016,Chaos Dwarves,Norse,5,2,1,2,0.5
EuroBowl - 2016,Chaos Dwarves,Chaos Pact,2,0,0,2,0.0
EuroBowl - 2016,Chaos Dwarves,Undead,7,2,2,3,0.42857142857142855
EuroBowl - 2016,Chaos Dwarves,Chaos,3,3,0,0,1.0
EuroBowl - 2016,Chaos Dwarves,Elves,1,0,1,0,0.5
EuroBowl - 2016,Chaos Dwarves,Orc,3,0,0,3,0.0
EuroBowl - 2016,Chaos Dwarves,Vampires,1,1,0,0,1.0
EuroBowl - 2016,Chaos Dwarves,Dwarves,6,2,4,0,0.6666666666666666
EuroBowl - 2016,Chaos Dwarves,Skaven,2,0,0,2,0.0
EuroBowl - 2016,Chaos Dwarves,Chaos Dwarves,6,1,4,1,0.5
EurOpen - 2010,Ogres,Slann,1,0,0,1,0.0
EurOpen - 2010,Ogres,Amazons,1,0,0,1,0.0
EurOpen - 2010,Ogres,Lizardmen,2,0,0,2,0.0
EurOpen - 2010,Dark Elves,Amazons,1,0,0,1,0.0
EurOpen - 2010,Dark Elves,High Elves,1,1,0,0,1.0
EurOpen - 2010,Dark Elves,Lizardmen,4,2,2,0,0.75
EurOpen - 2010,Dark Elves,Wood Elves,2,2,0,0,1.0
EurOpen - 2010,Dark Elves,Norse,1,1,0,0,1.0
EurOpen - 2010,Dark Elves,Goblins,1,0,0,1,0.0
EurOpen - 2010,Dark Elves,Undead,1,0,0,1,0.0
EurOpen - 2010,Dark Elves,Elves,2,1,0,1,0.5
EurOpen - 2010,Dark Elves,Vampires,2,1,0,1,0.5
EurOpen - 2010,Slann,Ogres,1,1,0,0,1.0
EurOpen - 2010,Slann,Amazons,5,1,1,3,0.3
EurOpen - 2010,Slann,Lizardmen,1,0,1,0,0.5
EurOpen - 2010,Slann,Elves,1,0,0,1,0.0
EurOpen - 2010,Slann,Dwarves,2,0,0,2,0.0
EurOpen - 2010,Amazons,Ogres,1,1,0,0,1.0
EurOpen - 2010,Amazons,Dark Elves,1,1,0,0,1.0
EurOpen - 2010,Amazons,Slann,5,3,1,1,0.7
EurOpen - 2010,Amazons,Amazons,8,2,4,2,0.5
EurOpen - 2010,Amazons,Halflings,1,0,0,1,0.0
EurOpen - 2010,Amazons,Lizardmen,3,0,0,3,0.0
EurOpen - 2010,Amazons,Wood Elves,2,0,0,2,0.0
EurOpen - 2010,Amazons,Necromantic,2,2,0,0,1.0
EurOpen - 2010,Amazons,Norse,2,1,1,0,0.75
EurOpen - 2010,Amazons,Undead,3,1,0,2,0.3333333333333333
EurOpen - 2010,Amazons,Humans,1,0,1,0,0.5
EurOpen - 2010,Amazons,Elves,2,0,0,2,0.0
EurOpen - 2010,Amazons,Orc,5,3,1,1,0.7
EurOpen - 2010,Amazons,Vampires,1,1,0,0,1.0
EurOpen - 2010,Amazons,Dwarves,1,0,1,0,0.5
EurOpen - 2010,Amazons,Skaven,1,0,0,1,0.0
EurOpen - 2010,Halflings,Amazons,1,1,0,0,1.0
EurOpen - 2010,Halflings,High Elves,1,0,0,1,0.0
EurOpen - 2010,Halflings,Goblins,1,1,0,0,1.0
EurOpen - 2010,Halflings,Orc,1,0,0,1,0.0
EurOpen - 2010,Halflings,Vampires,1,0,0,1,0.0
EurOpen - 2010,High Elves,Dark Elves,1,0,0,1,0.0
EurOpen - 2010,High Elves,Halflings,1,1,0,0,1.0
EurOpen - 2010,High Elves,Wood Elves,1,1,0,0,1.0
EurOpen - 2010,High Elves,Humans,1,0,1,0,0.5
EurOpen - 2010,High Elves,Skaven,1,1,0,0,1.0
EurOpen - 2010,Lizardmen,Ogres,2,2,0,0,1.0
EurOpen - 2010,Lizardmen,Dark Elves,4,0,2,2,0.25
EurOpen - 2010,Lizardmen,Slann,1,0,1,0,0.5
EurOpen - 2010,Lizardmen,Amazons,3,3,0,0,1.0
EurOpen - 2010,Lizardmen,Lizardmen,2,1,0,1,0.5
EurOpen - 2010,Lizardmen,Goblins,1,0,0,1,0.0
EurOpen - 2010,Lizardmen,Elves,2,1,0,1,0.5
EurOpen - 2010,Lizardmen,Dwarves,2,1,0,1,0.5
EurOpen - 2010,Lizardmen,Skaven,3,1,0,2,0.3333333333333333
EurOpen - 2010,Wood Elves,Dark Elves,2,0,0,2,0.0
EurOpen - 2010,Wood Elves,Amazons,2,2,0,0,1.0
EurOpen - 2010,Wood Elves,High Elves,1,0,0,1,0.0
EurOpen - 2010,Wood Elves,Elves,4,2,1,1,0.625
EurOpen - 2010,Wood Elves,Vampires,1,1,0,0,1.0
EurOpen - 2010,Necromantic,Amazons,2,0,0,2,0.0
EurOpen - 2010,Necromantic,Norse,1,0,1,0,0.5
EurOpen - 2010,Necromantic,Orc,1,0,1,0,0.5
EurOpen - 2010,Norse,Dark Elves,1,0,0,1,0.0
EurOpen - 2010,Norse,Amazons,2,0,1,1,0.25
EurOpen - 2010,Norse,Necromantic,1,0,1,0,0.5
EurOpen - 2010,Norse,Norse,2,0,2,0,0.5
EurOpen - 2010,Norse,Elves,3,1,1,1,0.5
EurOpen - 2010,Norse,Dwarves,1,1,0,0,1.0
EurOpen - 2010,Goblins,Dark Elves,1,1,0,0,1.0
EurOpen - 2010,Goblins,Halflings,1,0,0,1,0.0
EurOpen - 2010,Goblins,Lizardmen,1,1,0,0,1.0
EurOpen - 2010,Goblins,Elves,1,0,0,1,0.0
EurOpen - 2010,Goblins,Orc,3,0,0,3,0.0
EurOpen - 2010,Goblins,Vampires,1,0,0,1,0.0
EurOpen - 2010,Goblins,Skaven,1,0,0,1,0.0
EurOpen - 2010,Undead,Dark Elves,1,1,0,0,1.0
EurOpen - 2010,Undead,Amazons,3,2,0,1,0.6666666666666666
EurOpen - 2010,Undead,Orc,1,0,1,0,0.5
EurOpen - 2010,Humans,Amazons,1,0,1,0,0.5
EurOpen - 2010,Humans,High Elves,1,0,1,0,0.5
EurOpen - 2010,Humans,Vampires,1,1,0,0,1.0
EurOpen - 2010,Humans,Dwarves,1,0,0,1,0.0
EurOpen - 2010,Humans,Skaven,1,1,0,0,1.0
EurOpen - 2010,Elves,Dark Elves,2,1,0,1,0.5
EurOpen - 2010,Elves,Slann,1,1,0,0,1.0
EurOpen - 2010,Elves,Amazons,2,2,0,0,1.0
EurOpen - 2010,Elves,Lizardmen,2,1,0,1,0.5
EurOpen - 2010,Elves,Wood Elves,4,1,1,2,0.375
EurOpen - 2010,Elves,Norse,3,1,1,1,0.5
EurOpen - 2010,Elves,Goblins,1,1,0,0,1.0
EurOpen - 2010,Elves,Elves,4,2,0,2,0.5
EurOpen - 2010,Elves,Orc,2,2,0,0,1.0
EurOpen - 2010,Elves,Vampires,2,2,0,0,1.0
EurOpen - 2010,Elves,Dwarves,1,0,0,1,0.0
EurOpen - 2010,Elves,Skaven,1,1,0,0,1.0
EurOpen - 2010,Orc,Amazons,5,1,1,3,0.3
EurOpen - 2010,Orc,Halflings,1,1,0,0,1.0
EurOpen - 2010,Orc,Necromantic,1,0,1,0,0.5
EurOpen - 2010,Orc,Goblins,3,3,0,0,1.0
EurOpen - 2010,Orc,Undead,1,0,1,0,0.5
EurOpen - 2010,Orc,Elves,2,0,0,2,0.0
EurOpen - 2010,Orc,Vampires,2,0,0,2,0.0
EurOpen - 2010,Vampires,Dark Elves,2,1,0,1,0.5
EurOpen - 2010,Vampires,Amazons,1,0,0,1,0.0
EurOpen - 2010,Vampires,Halflings,1,1,0,0,1.0
EurOpen - 2010,Vampires,Wood Elves,1,0,0,1,0.0
EurOpen - 2010,Vampires,Goblins,1,1,0,0,1.0
EurOpen - 2010,Vampires,Humans,1,0,0,1,0.0
EurOpen - 2010,Vampires,Elves,2,0,0,2,0.0
EurOpen - 2010,Vampires,Orc,2,2,0,0,1.0
EurOpen - 2010,Vampires,Vampires,6,3,0,3,0.5
EurOpen - 2010,Vampires,Dwarves,1,1,0,0,1.0
EurOpen - 2010,Vampires,Skaven,2,1,0,1,0.5
EurOpen - 2010,Dwarves,Slann,2,2,0,0,1.0
EurOpen - 2010,Dwarves,Amazons,1,0,1,0,0.5
EurOpen - 2010,Dwarves,Lizardmen,2,1,0,1,0.5
EurOpen - 2010,Dwarves,Norse,1,0,0,1,0.0
EurOpen - 2010,Dwarves,Humans,1,1,0,0,1.0
EurOpen - 2010,Dwarves,Elves,1,1,0,0,1.0
EurOpen - 2010,Dwarves,Vampires,1,0,0,1,0.0
EurOpen - 2010,Skaven,Amazons,1,1,0,0,1.0
EurOpen - 2010,Skaven,High Elves,1,0,0,1,0.0
EurOpen - 2010,Skaven,Lizardmen,3,2,0,1,0.6666666666666666
EurOpen - 2010,Skaven,Goblins,1,1,0,0,1.0
EurOpen - 2010,Skaven,Humans,1,0,0,1,0.0
EurOpen - 2010,Skaven,Elves,1,0,0,1,0.0
EurOpen - 2010,Skaven,Vampires,2,1,0,1,0.5
EuroBowl - 2009,Dark Elves,Dark Elves,4,1,2,1,0.5
EuroBowl - 2009,Dark Elves,Amazons,2,0,0,2,0.0
EuroBowl - 2009,Dark Elves,Khemri,1,0,0,1,0.0
EuroBowl - 2009,Dark Elves,Lizardmen,2,1,1,0,0.75
EuroBowl - 2009,Dark Elves,Wood Elves,5,0,3,2,0.3
EuroBowl - 2009,Dark Elves,Necromantic,2,1,1,0,0.75
EuroBowl - 2009,Dark Elves,Norse,1,1,0,0,1.0
EuroBowl - 2009,Dark Elves,Humans,2,1,0,1,0.5
EuroBowl - 2009,Dark Elves,Orc,6,1,3,2,0.4166666666666667
EuroBowl - 2009,Dark Elves,Dwarves,2,0,1,1,0.25
EuroBowl - 2009,Dark Elves,Skaven,6,4,1,1,0.75
EuroBowl - 2009,Dark Elves,Chaos Dwarves,3,0,0,3,0.0
EuroBowl - 2009,Amazons,Dark Elves,2,2,0,0,1.0
EuroBowl - 2009,Amazons,Amazons,2,1,0,1,0.5
EuroBowl - 2009,Amazons,Khemri,1,0,1,0,0.5
EuroBowl - 2009,Amazons,Lizardmen,3,1,1,1,0.5
EuroBowl - 2009,Amazons,Wood Elves,5,1,2,2,0.4
EuroBowl - 2009,Amazons,Norse,3,1,1,1,0.5
EuroBowl - 2009,Amazons,Undead,9,5,2,2,0.6666666666666666
EuroBowl - 2009,Amazons,Humans,1,1,0,0,1.0
EuroBowl - 2009,Amazons,Orc,1,1,0,0,1.0
EuroBowl - 2009,Amazons,Dwarves,10,2,3,5,0.35
EuroBowl - 2009,Amazons,Skaven,2,1,1,0,0.75
EuroBowl - 2009,Amazons,Chaos Dwarves,3,0,3,0,0.5
EuroBowl - 2009,Khemri,Dark Elves,1,1,0,0,1.0
EuroBowl - 2009,Khemri,Amazons,1,0,1,0,0.5
EuroBowl - 2009,Khemri,Wood Elves,1,0,0,1,0.0
EuroBowl - 2009,Khemri,Elves,1,0,1,0,0.5
EuroBowl - 2009,Khemri,Dwarves,1,0,0,1,0.0
EuroBowl - 2009,Khemri,Skaven,1,1,0,0,1.0
EuroBowl - 2009,Lizardmen,Dark Elves,2,0,1,1,0.25
EuroBowl - 2009,Lizardmen,Amazons,3,1,1,1,0.5
EuroBowl - 2009,Lizardmen,Wood Elves,6,1,0,5,0.16666666666666666
EuroBowl - 2009,Lizardmen,Norse,5,1,2,2,0.4
EuroBowl - 2009,Lizardmen,Undead,10,4,3,3,0.55
EuroBowl - 2009,Lizardmen,Humans,1,1,0,0,1.0
EuroBowl - 2009,Lizardmen,Orc,3,1,0,2,0.3333333333333333
EuroBowl - 2009,Lizardmen,Dwarves,7,3,1,3,0.5
EuroBowl - 2009,Lizardmen,Skaven,4,2,2,0,0.75
EuroBowl - 2009,Lizardmen,Chaos Dwarves,6,3,1,2,0.5833333333333334
EuroBowl - 2009,Wood Elves,Dark Elves,5,2,3,0,0.7
EuroBowl - 2009,Wood Elves,Amazons,5,2,2,1,0.6
EuroBowl - 2009,Wood Elves,Khemri,1,1,0,0,1.0
EuroBowl - 2009,Wood Elves,Lizardmen,6,5,0,1,0.8333333333333334
EuroBowl - 2009,Wood Elves,Wood Elves,4,1,2,1,0.5
EuroBowl - 2009,Wood Elves,Necromantic,2,2,0,0,1.0
EuroBowl - 2009,Wood Elves,Norse,9,1,5,3,0.3888888888888889
EuroBowl - 2009,Wood Elves,Undead,9,3,3,3,0.5
EuroBowl - 2009,Wood Elves,Orc,11,7,2,2,0.7272727272727273
EuroBowl - 2009,Wood Elves,Dwarves,5,2,1,2,0.5
EuroBowl - 2009,Wood Elves,Skaven,2,2,0,0,1.0
EuroBowl - 2009,Wood Elves,Chaos Dwarves,1,0,1,0,0.5
EuroBowl - 2009,Necromantic,Dark Elves,2,0,1,1,0.25
EuroBowl - 2009,Necromantic,Wood Elves,2,0,0,2,0.0
EuroBowl - 2009,Necromantic,Necromantic,2,1,0,1,0.5
EuroBowl - 2009,Necromantic,Undead,2,0,0,2,0.0
EuroBowl - 2009,Necromantic,Humans,1,0,1,0,0.5
EuroBowl - 2009,Necromantic,Elves,2,2,0,0,1.0
EuroBowl - 2009,Necromantic,Orc,1,0,0,1,0.0
EuroBowl - 2009,Necromantic,Dwarves,2,0,0,2,0.0
EuroBowl - 2009,Necromantic,Skaven,3,0,0,3,0.0
EuroBowl - 2009,Necromantic,Chaos Dwarves,1,0,0,1,0.0
EuroBowl - 2009,Norse,Dark Elves,1,0,0,1,0.0
EuroBowl - 2009,Norse,Amazons,3,1,1,1,0.5
